Benbrook||1317753||1673||-9746.05759||-3267.3188000000005
Benjamin||1732792||2536||-9979.231319999999||-3358.39808
Bertram||1404912||2176||-9805.55763||-3074.37957
Beverly Hills||661846||1403||-9715.38919||-3152.15557
Bevil Oaks||327896||467||-9426.963049999998||-3015.02123
Big Lake||1583579||1788||-10146.03945||-3119.15437
Big Spring||558633||975||-10147.87355||-3225.0397900000003
Big Wells||1051285||1405||-9956.86565||-2857.33162
Bishop||1631692||2567||-9779.91636||-2758.6144099999997
Blackwell||118169||672||-10031.75971||-3208.68017
Blanco||933429||1818||-9842.140949999999||-3009.79862
Blossom||773384||1457||-9538.57864||-3366.14962
Blue Mound||1530850||2487||-9733.89061||-3285.65166
Blue Ridge||739725||1650||-9640.16498||-3329.7890899999998
Boerne||1564645||2009||-9873.19703||-2979.466409999999
Bogata||1506269||2053||-9521.38351||-3347.0665500000005
Bonham||635422||891||-9617.831110000001||-3357.73275
Borger||1881133||2139||-10139.73876||-3566.7820300000003
Bovina||1657216||1966||-10288.29977||-3451.36823
Bowie||872045||1076||-9784.86457||-3355.89953
Brackettville||681086||889||-10041.78563||-2931.05125
Brady||1743306||2422||-9933.50552||-3113.51682
Brazoria||1889033||2289||-9556.911259999999||-2904.44147
Brazos Bend||1799852||2788||-9775.8084||-3247.8073000000004
Brazos Country||444400||471||-9605.05136||-2975.3844099999997
Breckenridge||1006316||1564||-9890.22898||-3275.56768
Bremond||1464232||2104||-9667.69217||-3116.518169999999
Brenham||245268||349||-9639.77442||-3016.68828
Briaroaks||1021038||1723||-9730.501520000002||-3250.34724
Bridge City||1248262||1486||-9384.57255||-3002.0767800000003
Bridgeport||208393||626||-9775.47552||-3321.01155
Brookshire||615081||890||-9595.106609999999||-2978.60643
Brookside Village||250295||386||-9532.52152||-2958.6899599999997
Browndell||368950||1293||-9398.1944||-3112.0278
Brownfield||692077||1309||-10227.43489||-3318.12035
Brownsboro||1453013||2185||-9561.35715||-3230.2370600000004
Brownsville||294842||862||-9749.748379999999||-2590.17472
Brownwood||1308321||1596||-9899.116109999999||-3170.93197
Bruceville-Eddy||1252978||1833||-9724.289859999999||-3131.34942
Bryan||1388136||1679||-9636.99632||-3067.43643
Bryson||668758||1579||-9838.56069||-3316.1226300000003
Buda||1457185||2020||-9784.28927||-3008.17231
Buffalo||248496||777||-9605.80197||-3146.37866
Bulverde||480556||1234||-9845.307289999999||-2974.38332
Bunker Hill Village||1153439||1615||-9552.99427||-2976.7450799999997
Burkburnett||1214738||1651||-9857.06134||-3409.7871099999998
Burke||1082095||1349||-9476.8541||-3123.18536
Burleson||359415||1299||-9732.08492||-3254.2082100000002
Burnet||1600316||1638||-9822.83585||-3075.823759999999
Byers||750170||750||-9819.05989||-3406.8150299999998
Cactus||533980||1320||-10200.23992||-3605.225739999999
Caddo Mills||1728049||2584||-9622.775539999999||-3306.56732
Caldwell||403911||1139||-9669.30303||-3053.1315200000004
Callisburg||1105883||2091||-9700.88971||-3369.78844
Calvert||1119282||1922||-9667.38627||-3097.7965099999997
Cameron||1322282||1612||-9697.69304||-3085.32454
Camp Wood||251020||1141||-10001.22911||-2966.93924
Campbell||1045638||1997||-9595.135639999999||-3314.8170200000004
Canadian||973811||1181||-10038.20772||-3591.282
Canton||1839184||2408||-9586.32996||-3255.65244
Canyon||852125||1509||-10191.88024||-3498.03342
Carmine||1105542||1570||-9668.608619999999||-3014.93838
Carrizo Springs||841975||1531||-9986.06107||-2852.19292
Carrollton||1890082||2140||-9688.996360000001||-3297.56415
Carthage||1644438||2176||-9433.74199||-3215.73841
Cashion Community||1913472||2737||-9850.00546||-3403.56505
Castle Hills||1046726||1632||-9851.64071||-2952.32851
Castroville||1305504||1549||-9887.86387||-2935.57903
Cedar Hill||1580549||2144||-9695.61152||-3258.8468900000003
Cedar Park||563270||1286||-9782.02888||-3050.5198
Celeste||1876902||2468||-9619.46983||-3329.42791
Celina||616843||1544||-9678.44417||-3332.4558600000005
Center||1016664||1347||-9417.90862||-3179.5451199999998
Centerville||702486||717||-9597.8292||-3125.7958399999998
Chandler||1416263||1464||-9547.9957||-3230.7926899999998
Channing||89283||474||-10233.01953||-3568.36536
Charlotte||715959||1013||-9870.64121||-2886.1920099999998
Chico||1676278||2073||-9779.89236||-3329.5946299999996
Childress||1596952||1839||-10020.40019||-3442.64529
Chillicothe||1086163||2010||-9951.67558||-3425.64708
China||1140333||1766||-9433.57433||-3004.7992
Chireno||1649217||2430||-9435.18691||-3149.93498
Cibolo||1600533||2162||-9822.69553||-2956.1618
Cisco||615076||1482||-9897.92336||-3238.818610000001
Clarendon||556785||1484||-10088.81993||-3493.78289
Clarksville||1586761||1800||-9505.2722||-3361.0664800000004
Clarksville City||1384851||2120||-9505.2722||-3361.0664800000004
Claude||409448||1293||-10136.32223||-3511.1717599999997
Clear Lake Shores||771712||1627||-9503.215059999999||-2954.7452
Cleburne||1238956||1723||-9738.66837||-3234.76438
Cleveland||1993796||2438||-9508.54885||-3034.132
Clifton||1056455||1134||-9757.66862||-3178.237979999999
Clute||1747539||1922||-9539.88291||-2902.46906
Clyde||785077||1620||-9949.36912||-3240.59605
Cockrell Hill||1473519||2457||-9688.694809999999||-3273.62421
Coldspring||1776171||1985||-9512.93818||-3059.2421000000004
Coleman||1294890||1744||-9942.64532||-3182.73679
College Station||573070||1074||-9633.44068||-3062.7977
Colleyville||1577783||2235||-9715.5012||-3288.0960299999997
Colmesneil||1747179||2549||-9442.21436||-3090.79752
Colorado City||1103217||1175||-9713.38899||-2998.556
Columbus||1822035||2751||-9653.96933||-2970.66232
Comanche||646371||1062||-9860.36581||-3189.73693
Combine||1531147||2228||-9650.85994||-3258.8468300000004
Commerce||324367||472||-9589.99656||-3324.7056700000003
Conroe||1167059||1864||-9545.605119999998||-3031.18769
Converse||1459328||1510||-9831.61241||-2951.8008099999997
Cool||707215||1513||-9800.1153||-3280.01288
Cooper||542044||648||-9568.829249999999||-3337.3442699999996
Coppell||1323153||1994||-9701.500779999998||-3295.4568700000004
Copperas Cove||811579||1388||-9790.30785||-3112.4062
Corinth||1684250||1957||-9706.47322||-3315.4009100000003
Corpus Christi||134382||1033||-9739.638099999998||-2780.05828
Corsicana||868693||1481||-9646.88727||-3209.5430399999996
Cottonwood||1323162||1695||-9638.915009999999||-3246.7917300000004
Cottonwood Shores||539096||1321||-9832.39126||-3055.574529999999
Cotulla||514268||1495||-9923.503219999999||-2843.6934
Cove||99101||896||-9480.242189999999||-2982.744379999999
Covington||671786||1009||-9725.80677||-3217.84832
Coyote Flats||983704||1350||-10669.54922||-3240.0421799999995
Crandall||1389849||1582||-9645.58196||-3262.79113
Crane||461584||1356||-10235.01419||-3139.7362399999997
Cranfills Gap||1154587||1954||-9782.586009999999||-3177.37659
Creedmoor||1483973||1487||-9773.38917||-3008.99368
Cresson||466213||1031||-9761.78026||-3253.2636899999998
Crockett||358678||954||-9545.66136||-3131.82359
Crosbyton||976427||1023||-10123.79276||-3366.0084699999998
Crowell||1373232||2298||-9972.48158||-3398.3973
Crowley||1069006||1956||-9736.25172||-3257.9025100000003
Crystal City||1049659||1151||-9982.81104||-2867.74795
Cuero||756860||769||-9728.915680000002||-2909.38652
Cushing||678504||1149||-9484.04922||-3181.46179
Cut and Shoot||199471||982||-9535.7994||-3033.32654
Daingerfield||210667||1188||-9472.18731||-3303.1793000000002
Daisetta||134060||248||-9464.297499999999||-3011.32688
Dalhart||1013220||1742||-10251.32497||-3605.94772
Dallas||810185||946||-9679.698789999999||-3277.66642
Dalworthington Gardens||33714||751||-9715.5289||-3270.2910199999997
Danbury||355507||879||-9534.493649999999||-2922.82966
Dayton||1845642||2664||-9488.52026||-3004.66051
Dayton Lakes||1965906||2072||-9482.21464||-3014.46577
De Leon||1875020||2792||-9853.58825||-3211.0974300000003
Dean||1946135||2818||-9834.616||-3395.03748
Decatur||1043283||1942||-9758.61393||-3323.4283400000004
DeCordova||1076113||2024||-9769.50267||-3242.98614
Deer Park||956916||1145||-9512.38204||-2970.52284
DeKalb||1102057||1479||-9461.631899999998||-3350.87256
Dell City||1151840||1967||-10520.13453||-3193.87239
Del Rio||33653||188||-10089.58674||-2937.08857
Denison||497630||514||-9653.665799999999||-3375.5659299999998
Denton||813000||924||-9713.30683||-3321.48412
Deport||1639826||1871||-9531.57832||-3352.62198
DeSoto||1350167||1735||-9685.70738||-3258.96998
Devers||818714||1451||-9459.15841||-3002.74371
Devine||1740715||1807||-9890.5306||-2913.99633
Diboll||1292856||1383||-9478.10412||-3118.71319
Dickens||1099193||1311||-10083.652100000001||-3362.1751600000002
Dickinson||1149065||1629||-9505.13172||-2946.07876
Dilley||509411||839||-9917.058869999999||-2866.74802
Dimmitt||425530||904||-10231.18607||-3455.0902800000003
Donna||1188747||1453||-9805.195||-2617.03525
Dorchester||69913||992||-9668.94367||-3353.03861
Dripping Springs||1607600||1845||-9808.66781||-3019.02067
Driscoll||1799485||2097||-9774.860719999999||-2767.44741
Dublin||1306215||2095||-9834.19882||-3208.5143000000003
Dumas||466353||864||-10197.32236||-3586.5378900000005
Duncanville||1230816||1799||-9690.83366||-3265.1800399999997
Eagle Lake||277713||367||-9633.357689999999||-2958.96836
Eagle Pass||1120344||2053||-10049.952140000001||-2870.91433
Early||1511702||2303||-9894.560519999999||-3174.2096
Earth||1332110||1614||-10241.07493||-3423.3137300000003
East Bernard||1653620||2091||-9607.106960000001||-2953.10744
East Mountain||599172||672||-9485.54918||-3259.37539
East Tawakoni||1068434||2024||-9592.913349999999||-3288.42886
Eastland||1638072||2479||-9881.756229999999||-3240.15198
Easton||787029||1631||-9458.298279999999||-3238.73755
Ector||26447||1008||-10252.98028||-3182.46483
Edcouch||1129885||1532||-9796.055740000002||-2629.39604
Eden||1975502||2023||-9984.562769999999||-3121.6276000000003
Edinburg||342451||1267||-9816.33432||-2630.17374
Edna||1208593||1368||-9664.608769999999||-2897.85947
Edom||1325594||1920||-9560.88495||-3237.2367500000005
El Campo||1136226||1598||-9626.96867||-2919.664049999999
El Cenizo||580133||906||-9950.37134||-2733.21558
El Lago||1177831||1816||-9504.3611||-2957.2222
El Paso||482095||869||-10644.24559||-3177.7575699999998
Eldorado||553932||1463||-10060.09299||-3086.01745
Electra||773332||989||-9891.89575||-3402.9258800000002
Elgin||1614707||1892||-9737.02735||-3034.9652800000003
Elmendorf||1708353||2139||-9833.27903||-2925.60731
Elsa||1393686||1676||-9799.30588||-2629.3404800000003
Emory||92414||898||-9576.55183||-3287.4566
Encinal||1417345||1776||-9935.44787||-2804.1117
Ennis||1912334||1996||-9662.52679||-3232.93111
Escobares||1341828||1387||-9896.25293||-2641.06186
Euless||967563||990||-9708.195409999998||-3283.70727
Eureka||1322075||2061||-9629.580999999998||-3201.2656700000002
Eustace||639109||1513||-9600.66353||-3230.70902
Everman||691771||1314||-9728.91817||-3263.0968000000003
Fair Oaks Ranch||471572||1142||-9864.25||-2973.8611
Fairfield||1749915||2671||-9616.52481||-3172.46128
Falfurrias||1022753||1777||-9814.417140000001||-2722.69872
Falls City||1416705||2348||-9801.750469999999||-2898.27507
Farmers Branch||863449||1355||-9689.611509999999||-3292.65137
Farmersville||987368||1835||-9635.99821||-3316.34493
Farwell||1026274||2023||-10303.80016||-3438.3409
Fate||1511705||2276||-9638.13725||-3294.1510700000003
Fayetteville||44021||685||-9667.27528||-2990.57817
Ferris||971158||1363||-9666.55488||-3253.40262
Florence||124776||897||-9779.362680000002||-3084.12954
Floresville||583869||1289||-9815.61192||-2913.35781
Floydada||1444770||1473||-10133.765739999999||-3398.45232
Forest Hill||487551||580||-9726.918119999998||-3267.2077700000004
Forney||9253||106||-9647.19312||-3274.81845
Forsan||600711||1105||-10136.623160000001||-3210.9848
Fort Stockton||334968||592||-10287.93222||-3089.40431
Fort Worth||1211904||1558||-9733.076579999999||-3275.54883
Franklin||629184||1615||-10644.24559||-3177.7575699999998
Fredericksburg||1499976||2467||-9887.198429999999||-3027.52011
Freeport||1689690||1865||-9535.96617||-2895.41368
Freer||399234||1294||-9861.77929||-2788.27965
Friendswood||1730403||1812||-9520.10447||-2952.93998
Friona||1615948||2244||-10272.410469999999||-3464.1734
Frisco||259055||1070||-9682.361159999999||-3315.06744
Fritch||1881010||2433||-10160.3228||-3563.9765500000003
Frost||583133||1287||-9680.66611||-3208.0152599999997
Fruitvale||1930454||2898||-9580.32979||-3268.31851
Fulshear||687239||915||-9589.98969||-2969.311189999999
Gainesville||1199803||1518||-9713.33453||-3362.594139999999
Galena Park||369333||984||-9523.021229999998||-2973.3561600000003
Gallatin||1913946||2340||-9514.54998||-3189.10032
Galveston||1853846||2382||-9479.76958||-2930.13479
Ganado||1012380||1438||-9651.35831||-2904.05363
Garden Ridge||1801104||2479||-9830.52907||-2963.467079999999
Garland||1476||771||-9663.88833||-3291.2624
Garrison||564022||1109||-9449.1039||-3182.43402
Gatesville||636642||723||-9774.391099999999||-3143.51645
George West||997711||1581||-9811.75054||-2833.25002
Georgetown||336862||597||-9767.79842||-3063.32618
Gholson||1056051||1303||-9721.63956||-3170.09962
Giddings||1683181||2403||-9693.6371||-3018.2715900000003
Gilmer||1366530||1570||-9494.243790000002||-3272.8747200000003
Gladewater||1782283||2214||-9494.271680000002||-3253.6533299999987
Glenn Heights||503720||937||-9685.666669999999||-3254.8747900000003
Glen Rose||1418671||2359||-9775.53061||-3223.45872
Godley||1757564||2571||-9752.66886||-3244.9029000000005
Goldsmith||119604||464||-10261.51505||-3198.0673199999997
Goldthwaite||1544443||1803||-9857.08763||-3144.98855
Goliad||1880373||2043||-9738.832649999998||-2866.8325200000004
Golinda||299478||1027||-9708.27751||-3137.7672199999997
Gonzales||1671603||2383||-9745.24926||-2950.16257
Goodlow||1875456||2096||-9622.0833||-3211.6389
Goodrich||1492714||2278||-9494.66003||-3060.5477499999997
Gordon||1064885||1182||-9836.92161||-3254.8463699999998
Goree||822320||1488||-9952.45276||-3346.73183
Gorman||1686693||2504||-9867.061059999998||-3221.37484
Graford||23720||23||-9824.69919||-3293.76218
Graham||1985691||2866||-9858.9502||-3310.70597
Granbury||69782||1044||-9779.41967||-3244.20826
Grand Prairie||1277781||1716||-9699.77846||-3274.59645
Grand Saline||637767||1523||-9570.94069||-3267.34636
Grandview||1929250||2015||-9717.91759||-3227.04245
Granger||1587102||1912||-9744.278||-3071.7692899999997
Granite Shoals||1671799||1683||-9838.16672||-3058.6951200000003
Granjeno||981534||1179||-9830.47363||-2613.47979
Grapeland||1071205||1588||-9547.85606||-3149.1845000000003
Grapevine||1586871||2432||-9707.80654||-3293.42919
Greenville||399376||898||-9611.08066||-3313.84488
Gregory||60125||823||-9728.99915||-2792.22444
Grey Forest||1956552||2398||-9868.08563||-2961.55041
Groesbeck||1554358||2315||-9653.38693||-3152.43379
Groves||1734739||2623||-9391.71155||-2994.826949999999
Groveton||1053988||1865||-9512.57691||-3105.49071
Gruver||1607668||1872||-10140.62723||-3626.50314
Gun Barrel City||1166173||2120||-9615.13627||-3233.4588799999997
Gunter||1181449||1279||-9674.749399999999||-3344.78881
Hale Center||1432005||1618||-10184.37866||-3406.42436
Hallettsville||409369||851||-9694.10929||-2944.38528
Hallsburg||1114213||2022||-9695.610529999998||-3153.87793
Hallsville||1991105||2652||-9457.40934||-3250.4316000000003
Haltom City||1267283||1450||-9726.918169999999||-3279.95738
Hamilton||1167008||1304||-9812.39231||-3170.37655
Hamlin||1498447||1742||-10012.649070000001||-3288.4829600000003
Hardin||1721772||1943||-9473.908899999999||-3015.243479999999
Harker Heights||1474923||2087||-9765.97376||-3108.35102
Harlingen||982396||1043||-9769.61026||-2619.06306
Hart||1778485||2245||-10211.57408||-3438.5072600000003
Haskell||587999||1323||-9973.37014||-3315.76031
Haslet||1031295||1322||-9734.779569999999||-3297.4846900000002
Hawk Cove||1694299||2158||-9608.108279999999||-3288.40116
Hawkins||329013||466||-9520.411349999998||-3258.8473500000014
Hawley||558465||1329||-9981.42586||-3261.20643
Hays||1874571||2230||-9787.22281||-3012.27118
Hearne||1162431||1705||-9659.30258||-3087.85238
Heath||841552||1556||-9647.4987||-3283.6514700000002
Hedley||140601||1006||-10066.04111||-3486.69964
Hedwig Village||949541||1448||-9552.105109999999||-2977.9554900000003
Helotes||1826805||2629||-9868.97451||-2957.80056
Hemphill||966289||1008||-9384.6852||-3134.07403
Hempstead||1295324||1947||-9607.82918||-3009.7440500000002
Henderson||1993711||2192||-9479.93802||-3215.3215600000003
Henrietta||1475047||2399||-9819.53221||-3381.7322400000003
Hereford||1474099||1689||-10239.77036||-3481.50622
Hewitt||1242296||1641||-9719.58377||-3146.239019999999
Hico||827124||1590||-9803.36454||-3198.29253
Hidalgo||1402150||1403||-9826.30684||-2610.0354700000003
Hideaway||1795178||2185||-9545.74571||-3249.042
Higgins||1388241||1706||-10002.42899||-3611.9763900000003
Highland Haven||793706||1771||-9839.58605||-3060.82428
Highland Village||1865883||2405||-9704.66759||-3309.1788
Hill Country Village||1475971||2342||-9849.08512||-2958.24497
Hillsboro||1884239||2159||-9713.00061||-3201.0988599999996
Hilshire Village||1024729||1812||-9548.91081||-2979.0783300000003
Hitchcock||1171956||1528||-9501.60368||-2934.8290500000003
Holliday||492368||567||-9869.50595||-3381.62095
Hondo||1528606||2355||-9914.142489999998||-2934.74565
Honey Grove||211570||919||-9590.99681||-3358.34377
Hooks||477484||1059||-9428.85306||-3346.62328
Horizon City||346936||1169||-10620.74793||-3169.261209999999
Horseshoe Bay||830440||1788||-9836.833299999998||-3054.4722
Houston||160948||551||-9536.98028||-2976.04267
Howardwick||408141||957||-10090.68118||-3503.7272100000005
Hubbard||1815087||2170||-9679.721500000001||-3184.84935
Hudson||1493018||2085||-9477.82644||-3132.26849
Hudson Oaks||1081345||1736||-9770.66952||-3275.70729
Hughes Springs||195257||721||-9463.07585||-3299.8462000000004
Humble||1961101||2912||-9526.21553||-2999.883119999999
Hunters Creek Village||180782||596||-9549.549729999999||-2977.05062
Huntington||1295096||2090||-9457.6594||-3127.7687300000002
Huntsville||1711937||1764||-9555.07771||-3072.35263
Hurst||1753134||2352||-9717.05678||-3282.34621
Hutchins||168276||279||-9671.30521||-3264.92999
Hutto||131824||804||-9754.667019999999||-3054.269949999999
Huxley||336031||473||-9387.71328||-3176.23941
Idalou||1362163||1523||-10168.29424||-3366.64733
Industry||1149351||1493||-9650.21927||-2997.2445900000002
Ingleside||1622296||2172||-9721.1657||-2787.78026
Ingleside on the Bay||1185924||2010||-9722.41138||-2782.9352
Ingram||998987||1937||-9924.03213||-3007.74307
Iola||482925||758||-9607.397949999999||-3077.25123
Iowa Park||1876677||2024||-9866.86709||-3395.14847
Iraan||590921||677||-10189.79061||-3091.40478
Iredell||837066||922||-9787.197409999999||-3198.51488
Irving||1157538||1579||-9694.889449999999||-3281.40177
Itasca||1108645||1984||-9715.00074||-3215.95947
Ivanhoe||323084||1009||-9614.386779999999||-3371.31578
Jacinto City||1033143||1646||-9523.38233||-2976.7449500000002
Jacksboro||455721||1182||-9815.86558||-3321.8447699999997
Jacksonville||947741||1521||-9527.05042||-3196.3778
Jamaica Beach||1164494||1687||-9497.96456||-2918.9683999999997
Jarrell||991822||1847||-9760.445399999999||-3082.49094
Jasper||10777||492||-9399.657589999999||-3092.01995
Jayton||1125678||1340||-10057.37264||-3324.8148499999998
Jefferson||681819||889||-9434.51926||-3275.73626
Jersey Village||174315||563||-9556.29984||-2988.7725
Jewett||1805071||2717||-9614.41315||-3136.15664
Joaquin||1310464||1434||-9405.38028||-3196.5723199999998
Johnson City||925545||1206||-9841.19811||-3027.67408
Jolly||1749749||2702||-9834.94937||-3386.3987700000002
Jonestown||771673||1295||-9792.33468||-3049.54748
Josephine||74603||560||-9630.72028||-3306.1229100000014
Joshua||510788||1160||-9738.80731||-3246.15291
Jourdanton||352740||778||-9854.64068||-2891.80294
Junction||967184||1610||-9977.20109||-3048.9355499999997
Justin||1088057||1882||-9729.61286||-3308.48442
Karnes City||238094||280||-9790.08355||-2888.4977200000003
Katy||1477350||2098||-9582.43956||-2978.5785300000002
Kaufman||735067||838||-9630.88693||-3258.90238
Keene||1698090||2198||-9732.39042||-3239.68092
Keller||1851752||2566||-9722.9298||-3293.41893
Kemah||1226854||1771||-9502.04837||-2954.27297
Kemp||596612||1317||-9622.99771||-3244.2640300000003
Kempner||1631025||1762||-9800.252489999999||-3108.1007
Kendleton||1541540||1652||-9599.467849999999||-2945.079909999999
Kenedy||634417||1061||-9784.86123||-2881.91468
Kennard||767177||1332||-9518.32721||-3135.96258
Kennedale||1201907||1647||-9722.58465||-3264.6801000000005
Kerens||725185||1179||-9622.77529||-3213.32079
Kermit||918364||1296||-10309.26652||-3185.7626499999997
Kerrville||491810||1000||-9914.03189||-3004.74332
Kilgore||318837||495||-9487.577089999999||-3238.62619
Killeen||1504916||2485||-9772.779589999998||-3111.71194
Kingsville||223035||1101||-9785.6109||-2751.58689
Kirby||840872||1248||-9838.55702||-2946.3287600000003
Kirbyville||313952||989||-9389.26809||-3066.04815
Knollwood||1815957||2336||-9661.915959999998||-3368.9549700000002
Kountze||1637621||1664||-9431.24116||-3037.15975
Kress||904688||1902||-10174.85133||-3436.6454599999997
Krugerville||739595||1493||-9699.056279999999||-3328.15064
Krum||196292||320||-9723.80725||-3326.1506799999997
Kyle||1482825||1775||-9787.722670000001||-2998.91052
La Feria||1332541||1710||-9782.388530000002||-2615.89644
La Grange||1088367||1450||-9687.6647||-2990.55033
La Grulla||1300207||1304||-9864.724559999999||-2626.95148
La Joya||830094||1127||-9848.14092||-2624.70165
La Marque||844864||1225||-9497.13134||-2936.85674
La Porte||1014166||1728||-9501.93728||-2966.57838
La Vernia||632640||960||-9811.55633||-2935.6348000000003
La Villa||525809||1123||-9792.861169999998||-2629.86827
La Ward||775134||1546||-9646.41388||-2884.38769
LaCoste||1928101||2571||-9881.2778||-2931.1389
Lacy-Lakeview||1458129||1474||-9710.277920000002||-3162.93316
Lago Vista||8878||573||-9798.83477||-3046.01975
Lake Bridgeport||405071||996||-9785.58357||-3320.7144
Lake Dallas||1974080||2699||-9702.55641||-3311.92875
Lake Jackson||973817||1233||-9543.43859||-2903.38575
Lake Worth||1507310||2312||-9744.502||-3280.48507
Lakeport||229937||936||-9470.52099||-3240.90405
Lakeway||804182||1172||-9799.167899999999||-3036.79788
Lakewood Village||1769447||2371||-9696.945090000001||-3314.2620100000004
Lamesa||391281||552||-10195.0992||-3273.76001
Lampasas||772955||1505||-9818.16957||-3106.378399999999
Lancaster||922073||1147||-9675.61082||-3259.20798
Laredo||908506||1163||-9948.03241||-2753.05671
Latexo||5023||800||-9547.41151||-3139.51794
Lavon||471267||1231||-9643.41524||-3302.7619299999997
League City||193302||780||-9509.49303||-2950.74538
Leakey||457815||876||-9976.1448||-2972.88351
Leander||1068985||1538||-9785.30686||-3057.8805500000003
Leary||1352481||2344||-9420.76945||-3346.0123000000003
Leon Valley||460680||1146||-9861.05703||-2949.24424
Leona||755630||791||-9596.91234||-3115.46279
Leonard||446633||1143||-9624.74785||-3337.9554900000003
Leroy||1824890||2714||-9701.77765||-3173.15517
Levelland||1953792||2713||-10237.796||-3358.73164
Lewisville||597243||1060||-9699.4174||-3304.6233
Liberty||331626||1000||-9479.54783||-3005.7993
Liberty Hill||1925316||2470||-9792.25161||-3066.49119
Lindale||957318||1764||-9540.939980000001||-3251.5697099999998
Linden||1896787||2013||-9436.547069999999||-3301.23537
Lipan||1877714||2481||-9804.58732||-3251.84682
Little Elm||425532||956||-9693.75051||-3316.26193
Littlefield||816170||1511||-10232.49022||-3391.73148
Little River-Academy||186120||539||-9735.86138||-3098.62937
Live Oak||9960||626||-9833.640249999999||-2956.52286
Liverpool||1900280||2835||-9527.882309999999||-2929.49612
